iter	Logloss
253	0.008877212554
254	0.008850999177
255	0.00881395936
256	0.008729576319
257	0.008664828539
258	0.008656777442
259	0.008617980778
260	0.008535477519
261	0.008520506322
262	0.008473923802
263	0.008473785222
264	0.008400754631
265	0.008300269395
266	0.008295233548
267	0.008234254271
268	0.008200320601
269	0.008190714568
270	0.008175702393
271	0.008159271628
272	0.008106562495
273	0.008066249639
274	0.008001647145
275	0.007930037379
276	0.007913903147
277	0.007880334556
278	0.007846499234
279	0.007834308594
280	0.007819229364
281	0.007810254395
282	0.007792016864
283	0.00774795711
284	0.007739328593
285	0.007726870477
286	0.007667443156
287	0.007667453587
288	0.007602200657
289	0.007539638877
290	0.007528052479
291	0.007483977079
292	0.00744824335
293	0.007403240353
294	0.007363640517
295	0.007352694869
296	0.007327649742
297	0.00730117783
298	0.007290050387
299	0.007260932028
300	0.007223562896
301	0.00718036443
302	0.007136137784
303	0.007084561884
304	0.007075963169
305	0.007040322572
306	0.007040299475
307	0.006990779936
308	0.006989939511
309	0.00696388185
310	0.006909786165
311	0.006880293041
312	0.006835606694
313	0.006798146665
314	0.006798048317
315	0.006760777533
316	0.00675636977
317	0.00675637275
318	0.00670857802
319	0.006708462536
320	0.006673245132
321	0.006673141569
322	0.006656526774
323	0.006618486345
324	0.006587488949
325	0.006554719806
326	0.006517930329
327	0.006496854126
328	0.006475800276
329	0.00642927289
330	0.006411632895
331	0.006346431375
332	0.006318689138
333	0.006290733814
334	0.006279920042
335	0.00625937283
336	0.006234364212
337	0.00619848147
338	0.006183015928
339	0.006161534786
340	0.006119631231
341	0.006094301119
342	0.006087218598
343	0.006053381786
344	0.006041640416
345	0.005993675813
346	0.005967568234
347	0.005941597
348	0.005909277871
349	0.00586765185
350	0.00585106276
351	0.005834709108
352	0.005798910558
353	0.005783521384
354	0.005757915974
355	0.005737703666
356	0.005706198514
357	0.005676374957
358	0.005676421523
359	0.005651086569
360	0.005626062304
361	0.005586874485
362	0.005586732551
363	0.005585192144
364	0.005585183576
365	0.005569642782
366	0.005547747016
367	0.005506852269
368	0.005506873131
369	0.00549358651
370	0.005466487259
371	0.005461779609
372	0.005445431545
373	0.005440765992
374	0.005423803627
375	0.005383249372
376	0.005356649309
377	0.005329352617
378	0.005300559103
379	0.005278696865
380	0.005254905671
381	0.005215687305
382	0.005191837251
383	0.005157614499
384	0.005144700408
385	0.005132517964
386	0.005101770908
387	0.005078471079
388	0.00504928343
389	0.005028930306
390	0.00501653403
391	0.00499502942
392	0.004957991466
393	0.00494373478
394	0.004913209379
395	0.004899096489
396	0.004879758134
397	0.004856408015
398	0.004836191237
399	0.00481633544
400	0.004804735258
401	0.004791306704
402	0.004767135531
403	0.004767140001
404	0.004755340517
405	0.004743368924
406	0.004727766663
407	0.00470703803
408	0.004693550617
409	0.004677372053
410	0.004659172893
411	0.00464220196
412	0.004610509425
413	0.004610515758
414	0.004590937123
415	0.004576176405
416	0.004556065798
417	0.004534425959
418	0.004516964406
419	0.00451698862
420	0.004516942054
421	0.004495790601
422	0.00447488986
423	0.004447503015
424	0.004435632005
425	0.004404149204
426	0.004404155165
427	0.004384544119
428	0.004384577647
429	0.004384552687
430	0.004368527234
431	0.004359652847
432	0.004338493198
433	0.004338290542
434	0.00432661958
435	0.004315644503
436	0.004302032292
437	0.004288838059
438	0.004281481728
439	0.004266101122
440	0.004238837957
441	0.004233907163
442	0.00423278138
443	0.004232589155
444	0.004220285267
445	0.004207606241
446	0.004186641425
447	0.004176480323
448	0.00417476818
449	0.00417136848
450	0.004145580903
451	0.004134559631
452	0.004124429449
453	0.004120355099
454	0.004107375443
455	0.004092409089
456	0.004078983143
457	0.004064764827
458	0.004056058079
459	0.004056039453
460	0.004033784568
461	0.004030653089
462	0.004030590132
463	0.004020613432
464	0.004019401222
465	0.004010478407
466	0.004010544717
467	0.00401045084
468	0.004008243605
469	0.003996209428
470	0.003985767812
471	0.003982927278
472	0.0039715413
473	0.003958340362
474	0.003949788213
475	0.003930371627
476	0.003919743747
477	0.003895442933
478	0.003886738792
479	0.003886774927
480	0.003886767104
481	0.003884371743
482	0.003871104866
483	0.003869301826
484	0.003865280375
485	0.003865224123
486	0.00385530889
487	0.003844780847
488	0.003844759613
489	0.003842395544
490	0.003826725483
491	0.003812177479
492	0.003795650601
493	0.003783353418
494	0.003769669682
495	0.003751062602
496	0.003741829842
497	0.003730047494
498	0.003730046377
499	0.003722475469
500	0.003722458333
501	0.003714287281
502	0.00371411629
503	0.003714123741
504	0.00369804576
505	0.003698067367
506	0.003697939217
507	0.003679453582
508	0.003673648834
509	0.003671149164
510	0.003671113402
511	0.00367112048
512	0.003663931787
513	0.003643750027
514	0.003635754436
515	0.003626044467
516	0.003616786748
517	0.003601441532
518	0.003586129844
519	0.003586150706
520	0.003581228107
521	0.003581172228
522	0.00358119607
523	0.003570121527
524	0.003567773104
525	0.003565477207
526	0.00356553942
527	0.003545307368
528	0.00353381075
529	0.003520974144
530	0.003513890877
531	0.003513838351
532	0.003506369889
533	0.003506351262
534	0.003497799486
535	0.003497778624
536	0.003488699347
537	0.003476945311
538	0.003475307673
539	0.00347523205
540	0.003463773057
541	0.003460245579
542	0.003447052836
543	0.003446400166
544	0.003439486772
545	0.003436883911
546	0.003425937518
547	0.003425881267
548	0.003425868601
549	0.00341418162
550	0.003414127603
551	0.003414174169
552	0.003414174169
553	0.003414120898
554	0.003409884125
555	0.003404720873
556	0.003392439336
557	0.003384497017
558	0.003368787467
559	0.003368839622
560	0.003359295428
561	0.003359325603
562	0.003356736898
563	0.003341724724
564	0.003334115073
565	0.00332602039
566	0.003325996548
567	0.003318522498
568	0.003311484307
569	0.003311267123
570	0.003299732134
571	0.003299734741
572	0.003299631178
573	0.003299579397
574	0.003299599513
575	0.003297702223
576	0.00329002142
577	0.003282744065
578	0.003282680362
579	0.003282662481
580	0.003272182122
581	0.003259110451
582	0.003248549998
583	0.003237264603
584	0.003231313825
585	0.003217537701
586	0.003208928555
587	0.003207951412
588	0.003195187449
589	0.003195168078
590	0.003195148706
591	0.003186501563
592	0.003177728504
593	0.003176002577
594	0.003175896779
595	0.003170297295
596	0.00316362828
597	0.003163623065
598	0.003155463934
599	0.003146311641
600	0.003146223351
601	0.003135569021
602	0.003135569021
603	0.003135540336
604	0.003130212426
605	0.003130243719
606	0.00311959479
607	0.003102855012
608	0.003102787584
609	0.003100618348
610	0.003092244081
611	0.003081008047
612	0.00307450071
613	0.003071958944
614	0.003058640286
615	0.003053410165
616	0.003038769215
617	0.003030676022
618	0.003025556728
619	0.003025548346
620	0.00302543845
621	0.00302543845
622	0.003025454655
623	0.003016166389
624	0.003016106598
625	0.0030161459
626	0.003016039543
627	0.003010489792
628	0.003010128066
629	0.00301011838
630	0.002999622561
631	0.002996432781
632	0.002996349707
633	0.002989562601
634	0.002989448793
635	0.002989483997
636	0.002989472263
637	0.002984455787
638	0.002984471247
639	0.002975012735
640	0.002975006774
641	0.002966364473
642	0.002963959053
643	0.002963921428
644	0.002963921428
645	0.002963909507
646	0.002963891812
647	0.002962054685
648	0.002961953357
649	0.002951948158
650	0.002951962501
651	0.00295192413
652	0.002944146097
653	0.002943957038
654	0.00294094421
655	0.00294092875
656	0.002940881811
657	0.002928744256
658	0.002928192355
659	0.002928192355
660	0.002928143367
661	0.002916367352
662	0.002911949158
663	0.002911956795
664	0.002911944687
665	0.002911903337
666	0.002911930531
667	0.002911869064
668	0.002911840752
669	0.002911835164
670	0.002911821567
671	0.00290626809
672	0.002906260639
673	0.0028978277
674	0.002897823043
675	0.002889734879
676	0.002883516625
677	0.002883478254
678	0.002869844437
679	0.002869836055
680	0.002869836055
681	0.002863231301
682	0.002858430892
683	0.002848918736
684	0.002842182294
685	0.002834751643
686	0.002821852639
687	0.002821823955
688	0.002813332528
689	0.002812355757
690	0.002812327072
691	0.00281232018
692	0.002810886875
693	0.002810844779
694	0.00280505009
695	0.002804830484
696	0.002801641822
697	0.002796434797
698	0.002794927545
699	0.002794857696
700	0.002789333835
701	0.002786839381
702	0.002785415575
703	0.002777648531
704	0.002769962326
705	0.002762429044
706	0.002762352675
707	0.002762314305
708	0.00276233945
709	0.002762279101
710	0.002762203664
711	0.002762216702
712	0.002754643187
713	0.002754648589
714	0.002747671679
715	0.002747671679
716	0.002747671679
717	0.00274766311
718	0.002744884603
719	0.002744842507
720	0.002744865604
721	0.002730754763
722	0.002725561708
723	0.002713546157
724	0.002713499777
725	0.002713548765
726	0.002706786059
727	0.002698097751
728	0.002693019435
729	0.002687890083
730	0.002687929198
731	0.002676169574
732	0.002676143311
733	0.002676173858
734	0.002672071569
735	0.002670110762
736	0.002663327195
737	0.00266331993
738	0.002663224563
739	0.002663239092
740	0.002663220838
741	0.002663223445
742	0.002663175389
743	0.002663146891
744	0.002663135529
745	0.00265537072
746	0.002655365691
747	0.002650986984
748	0.002646766603
749	0.002646567859
750	0.002646561526
751	0.002641064674
752	0.00263444148
753	0.002634399757
754	0.002634385228
755	0.0026330892
756	0.002623277158
757	0.002616057731
758	0.002614555322
759	0.002614509128
760	0.002614500932
761	0.002614442632
762	0.002608678117
763	0.002608703822
764	0.00260861516
765	0.002608586475
766	0.002608595043
767	0.002608476765
768	0.002608413249
769	0.002608327195
770	0.002608356625
771	0.002601156756
772	0.002595224604
773	0.002595218644
774	0.002595122531
775	0.002585548908
776	0.002585490048
777	0.002580010891
778	0.002577764541
779	0.00257358104
780	0.002568877861
781	0.00256257765
782	0.002556231059
783	0.002556191757
784	0.002552543581
785	0.002552397735
786	0.002550853044
787	0.00255080983
788	0.002550787479
789	0.002547664568
790	0.002538929321
791	0.00253572017
792	0.002535717562
793	0.002532673627
794	0.00252867043
795	0.002517791837
796	0.002517142147
797	0.002517018653
798	0.00251698643
799	0.002516932413
800	0.002516927756
801	0.002516911924
802	0.002510719746
803	0.002506284229
804	0.002506296895
805	0.002506259829
806	0.002502962202
807	0.002502940409
808	0.002498779073
809	0.002498762682
810	0.002498532459
811	0.002498529106
812	0.002498453483
813	0.00249126181
814	0.002491270751
815	0.002483707666
816	0.002483709157
817	0.002483678237
818	0.002483605407
819	0.002483635582
820	0.002483445406
821	0.002483348362
822	0.002483384311
823	0.002483350784
824	0.002479170635
825	0.002473817952
826	0.002470539883
827	0.00246429313
828	0.002463017404
829	0.0024630161
830	0.002462935075
831	0.002462944016
832	0.002462991141
833	0.002462970465
834	0.002462884411
835	0.002456592768
836	0.002452858165
837	0.002452833764
838	0.002449364029
839	0.002449326776
840	0.00244595781
841	0.0024432946
842	0.002443306521
843	0.002437836304
844	0.002437824756
845	0.002437003888
846	0.002434630319
847	0.00243464075
848	0.00243464075
849	0.002431214601
850	0.002431095392
851	0.002431106567
852	0.002431081235
